Iteration	start_0	end_0	start_1	end_1	start_2	end_2	start_3	end_3	start_4	end_4	start_5	end_5	start_6	end_6	start_7	end_7	start_8	end_8	start_9	end_9	start_10	end_10	start_11	end_11	start_12	end_12	start_13	end_13	start_14	end_14	start_15	end_15	start_16	end_16	start_17	end_17	start_18	end_18	start_19	end_19	start_20	end_20	start_21	end_21	start_22	end_22	start_23	end_23	start_24	end_24	start_25	end_25	start_26	end_26	start_27	end_27	start_28	end_28	start_29	end_29	start_30	end_30	start_31	end_31	start_32	end_32	start_33	end_33	start_34	end_34	start_35	end_35	start_36	end_36	start_37	end_37	start_38	end_38	start_39	end_39	start_40	end_40	start_41	end_41	start_42	end_42	start_43	end_43	start_44	end_44
720	2	2	4	4	2	2	2	6	2	2	1	1	1	1	1	1	1	1	1	1	2	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	2	2	2	2	2	2	2	2	2	2	4	4	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	2	2	2	2	2	6	2	2	3	3	3	3
730	2	2	2	4	2	2	2	6	2	2	1	1	1	1	1	1	1	1	1	1	2	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	2	2	2	2	2	2	2	2	2	2	4	4	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	3	3	3	3
740	2	2	4	4	2	2	2	6	2	2	1	1	1	1	1	1	1	1	1	1	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	2	2	2	2	2	2	2	2	2	2	4	4	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	1	1	1	1	1	1	1	1	2	2	2	2	2	6	2	2	3	3	3	3
750	2	2	4	4	2	2	2	6	2	2	1	1	1	1	1	1	1	1	1	1	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	2	2	2	2	2	2	2	2	2	2	4	4	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	1	1	1	1	1	1	1	1	2	2	2	2	2	6	2	2	3	3	3	3
760	2	2	4	4	2	2	2	6	2	2	1	1	1	1	1	1	1	1	1	1	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	2	2	2	2	2	2	2	2	2	2	4	4	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	1	1	1	1	1	1	1	1	2	2	2	2	2	6	2	2	3	3	3	3
770	2	2	4	4	2	2	2	6	2	2	1	1	1	1	1	1	1	1	1	1	2	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	2	2	2	2	2	2	2	2	2	2	4	4	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	2	2	2	2	6	6	6	6	3	7	3	3
780	2	2	4	4	2	2	2	6	2	2	1	1	1	1	1	1	1	1	1	1	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	2	2	2	2	2	2	2	2	2	2	2	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	6	1	1	1	1	1	1	1	1	2	2	2	2	2	6	2	2	3	3	3	3
790	2	2	4	4	2	2	6	6	2	2	1	1	1	1	1	1	1	1	1	1	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	2	2	2	2	2	2	2	2	2	2	4	4	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	1	1	1	1	1	1	1	1	2	6	2	2	2	6	2	2	3	3	3	3
800	2	2	4	4	2	2	2	6	2	2	1	1	1	1	1	1	1	1	1	1	1	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	2	2	2	2	2	2	2	2	2	2	4	4	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	1	1	1	1	1	1	1	1	2	2	2	2	2	6	2	2	3	3	3	3
810	2	2	4	4	2	2	2	6	2	2	1	1	1	1	1	1	1	1	1	1	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	2	2	2	2	2	2	2	2	2	2	4	4	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	6	1	1	1	1	1	1	1	1	2	2	6	2	6	6	6	6	6	7	6	6
820	2	2	4	4	2	2	2	6	2	2	1	1	1	1	1	1	1	1	1	1	1	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	2	2	2	2	2	2	2	2	2	2	4	4	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	1	1	1	1	1	1	1	1	2	2	2	2	4	6	2	6	3	3	3	3
830	2	2	6	4	2	2	6	6	2	2	1	1	1	1	1	1	1	1	1	1	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	2	2	2	2	2	2	2	2	2	2	4	4	6	6	6	6	2	2	2	2	2	2	2	2	2	2	6	6	6	6	1	1	1	1	1	1	1	1	6	6	6	6	6	6	6	6	6	7	6	6
840	2	2	4	4	2	2	2	6	2	2	1	1	1	1	1	1	1	1	1	1	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	2	2	2	2	2	2	2	2	2	2	4	4	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	1	1	1	1	1	1	1	1	2	2	2	2	6	6	2	6	3	3	3	3
850	2	2	2	4	2	2	2	6	2	2	1	1	1	1	1	1	1	1	1	1	2	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	2	2	2	2	2	2	2	2	2	2	4	4	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	3	3	3	3
860	6	2	4	4	2	2	6	6	6	2	1	1	1	1	1	1	1	1	1	1	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	6	2	2	2	2	2	2	2	6	6	4	4	6	6	6	6	2	2	2	2	2	2	2	2	6	2	6	6	6	6	1	1	1	1	1	1	4	1	6	6	6	6	6	6	2	6	6	6	6	6
870	2	2	4	4	2	2	2	6	2	2	1	1	1	1	1	1	1	1	1	1	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	2	2	2	2	2	2	2	2	2	2	4	4	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	1	1	1	1	1	1	1	1	2	2	2	2	6	6	2	6	3	3	3	3
880	2	2	4	4	2	2	2	6	2	2	1	1	1	1	1	1	1	1	1	1	2	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	2	2	2	2	2	2	2	2	2	2	4	4	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	2	2	2	2	2	6	2	2	3	3	3	3
890	2	2	4	4	2	2	2	6	2	2	1	1	1	1	1	1	1	1	1	1	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	2	2	2	2	2	2	2	2	2	2	4	4	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	1	1	1	1	1	1	1	1	2	2	2	2	2	6	2	2	3	3	3	3
900	2	2	4	4	2	2	2	6	2	2	1	1	1	1	1	1	1	1	1	1	1	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	2	2	2	2	2	2	2	2	2	2	4	4	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	1	1	1	1	1	1	1	1	2	2	2	2	2	6	2	2	3	3	3	3
910	2	2	2	4	2	2	2	6	2	2	1	1	1	1	1	1	1	1	1	1	2	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	2	2	2	2	2	2	2	2	2	2	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	3	3	3	3
920	4	2	4	4	2	2	2	6	2	2	1	1	1	1	1	1	1	1	1	1	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	2	2	2	2	2	2	2	2	2	2	4	4	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	6	1	1	1	1	1	1	1	1	2	2	2	2	4	4	6	6	6	7	6	6
930	2	2	4	4	2	2	6	6	2	2	1	1	1	1	1	1	1	1	1	1	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	2	2	2	2	2	2	2	2	2	2	4	4	6	6	6	6	2	2	2	2	2	2	2	2	2	2	4	6	4	4	1	1	1	1	1	1	1	1	6	6	6	6	6	6	6	6	5	7	5	5
940	2	2	4	4	2	2	2	6	2	2	1	1	1	1	1	1	1	1	1	1	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	2	2	2	2	2	2	2	2	2	2	4	4	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	1	1	1	1	1	1	1	1	2	2	2	2	2	6	2	2	2	3	2	2
950	2	2	6	4	2	2	2	6	2	2	1	1	1	1	1	1	1	1	1	1	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	2	2	2	2	2	2	2	2	2	2	4	4	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	1	1	1	1	1	1	1	1	2	2	2	2	2	6	2	2	3	3	3	3
960	2	2	4	4	2	2	6	6	2	2	1	1	1	1	1	1	1	1	1	1	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	2	2	2	2	2	2	2	2	2	2	4	4	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	1	1	1	1	1	1	1	1	2	6	2	2	6	6	3	6	3	3	3	3
970	2	2	4	4	2	2	2	6	2	2	1	1	1	1	1	1	1	1	1	1	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	2	2	2	2	2	2	2	2	2	2	4	4	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	6	1	1	1	1	1	1	1	1	2	2	2	2	2	6	2	2	2	3	6	6
980	2	2	4	4	2	2	2	6	2	2	1	1	1	1	1	1	1	1	1	1	5	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	2	2	2	2	2	2	2	2	2	2	4	4	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	7	1	1	1	1	1	1	1	1	2	2	2	2	2	6	2	2	3	3	3	3
990	2	2	4	4	2	2	2	6	2	2	1	1	1	1	1	1	1	1	1	1	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	2	2	2	2	2	2	2	2	2	2	4	4	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	1	1	1	1	1	1	1	1	2	2	2	2	2	6	2	2	3	3	3	3
1000	2	2	4	4	2	2	2	6	2	2	1	1	1	1	1	1	1	1	1	1	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	2	2	2	2	2	2	2	2	2	2	4	4	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	1	1	1	1	1	1	1	1	2	2	2	2	2	6	2	2	3	3	3	3
